"Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1742",324.199808941527,1.18364035449749,0.333686407906087,3.54716382343812,0.000389402368454516,0.00126329306775573
"2542",131.285376056036,1.02812771354631,0.289883724572526,3.54669002222333,0.000390103297450537,0.0012653818779503
"4306",125.834010683692,-0.907040255177859,0.255751782386128,-3.54656474615857,0.000390288824530112,0.0012657985074054
"85395",85.2334006746888,1.1423892852203,0.322121659981059,3.54645286904171,0.000390454578183324,0.00126615089450673
"51499",51.058160419208,-1.9711459298073,0.555828942237059,-3.54631754487986,0.000390655158152533,0.00126661609546341
"142679",28.3913894385287,-1.93710299014177,0.546368875447122,-3.54541240760931,0.000391999247125322,0.00127078820259604
"9697",386.634906194863,-1.00377344309353,0.283141809625808,-3.5451261840139,0.000392425175025458,0.00127198301871284
"102724826",62.6877373808367,1.86104197000826,0.524996325216721,3.54486666023808,0.000392811744831492,0.00127304993129107
"728841",378.902107547695,0.742774389911272,0.209571288702457,3.54425644137658,0.000393722089690978,0.00127555562522617
"2811",598.492836410629,0.811258301024652,0.228895323355717,3.54423274853854,0.000393757475181434,0.00127555562522617
"91695",42.5644583581994,1.27256750103512,0.359049589750045,3.54426669007206,0.000393706784082467,0.00127555562522617
"11274",65.2674060711191,-2.03882596720418,0.575397771077154,-3.54333309874916,0.000395103311875309,0.0012797284308389
"91663",7357.86297936696,0.654136593291304,0.18464678545219,3.5426373207059,0.00039614711144537,0.00128292187077401
"4646",43.90367199391,-3.03796645274057,0.857645541899701,-3.54221680673745,0.000396779211033612,0.00128478128292338
"9725",2031.39509094726,0.710486302609161,0.200613020710125,3.54157621521374,0.000397743933713613,0.00128771703696389
"144766",5.39689519482509,3.84628346948564,1.08618762092033,3.54108571613684,0.000398484100046309,0.00128992502692363
"4710",43.2439416557281,-1.504999105208,0.42504182367148,-3.54082591733661,0.000398876659263201,0.00129100730440844
"252884",53.1111327071602,1.35606450015725,0.383053128801937,3.54014730123356,0.000399903761767405,0.00129414273400911
"7014",371.657547256401,-0.953217961473421,0.26932103416705,-3.5393372241478,0.000401133068932427,0.00129793151473919
"9984",44.8825811178192,-1.59298230954976,0.450106814636309,-3.53912062148384,0.000401462365214297,0.00129880748267608
"23085",375.952809477225,-0.843708191919268,0.238405412140164,-3.53896408787579,0.000401700497008796,0.00129938830352634
"283897",4702.60613383265,0.562550844314792,0.158961080445136,3.53892187156435,0.000401764742522373,0.00129940656369473
