"GeneID","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
4879,"NPPB",11410.0985161903,7.54433031780433,0.552729310158404,13.6492315119715,2.04018695361392e-42,5.1712618713252e-38
55349,"CHDH",177.195940896241,-2.43198970451918,0.182356718420637,-13.336441484483,1.42081538880869e-40,1.80067038300669e-36
10647,"SCGB1D2",14.2101158106091,-3.91916001667042,0.302846340395534,-12.9410842856868,2.63878693076687e-38,2.22951107780493e-34
54541,"DDIT4",3643.7246587146,1.55860887272066,0.12513170922645,12.4557466876765,1.30127841532776e-35,8.24587599832819e-32
23632,"CA14",540.766902999081,-1.19442916497295,0.0965694520904191,-12.3686024836777,3.86487300778218e-35,1.9592587225651e-31
654463,"FER1L6",31.690687838332,-4.19398909055265,0.374672418621567,-11.1937492115979,4.37533275911161e-29,1.8483593240867e-25
57475,"PLEKHH1",237.246081486297,-0.869032983975843,0.0780563256808421,-11.1334088095455,8.62719214961323e-29,3.12390627737495e-25
4878,"NPPA",37858.8091144377,7.46112500818103,0.677230006663481,11.0171211180377,3.16004490449097e-28,1.00122072742666e-24
8835,"SOCS2",938.671700999988,1.55116701975368,0.142721279230358,10.8685055803769,1.62846300451304e-27,4.58629464171022e-24
65997,"RASL11B",472.202390669603,2.5133020921933,0.232958910488853,10.7886068273553,3.89651483144473e-27,9.87649614326295e-24
64850,"ETNPPL",213.952972032795,-3.00221712174867,0.280728207574467,-10.6943906623715,1.08128017272505e-26,2.49156441255109e-23
100379251,"NPPA-AS1",17349.6015657944,6.71023836824073,0.62823453242191,10.6811039857552,1.24778830130408e-26,2.63564083942954e-23
1056,"CEL",52.0296956494386,-2.32079917148923,0.217972723249844,-10.647199965608,1.79688731990486e-26,3.50351560750989e-23
1080,"CFTR",8.85085628754715,-3.66905101975222,0.359916849118004,-10.1941629816538,2.10550349903368e-24,3.81201408500048e-21
101927179,"CORIN-AS1",106.648803604655,-3.26410949065757,0.331529187177388,-9.8456172696224,7.15983566147862e-23,1.20986903007666e-19
342527,"SMTNL2",220.169101449126,-2.0760588150613,0.212007177714565,-9.79239871706792,1.21381498876172e-22,1.92291053250895e-19
11067,"DEPP1",1602.57153611031,1.67184061364004,0.176319792744916,9.48186580538186,2.49776342658052e-21,3.72416526903155e-18
27065,"NSG1",140.364981716796,-2.16461051005943,0.231058497292685,-9.36823590312497,7.3754895843089e-21,1.0385918582971e-17
