GSM,condition,title,source_name,organism,characteristics,molecule,extract_protocol,data_processing,platform
GSM3219598,heart failure,DCM39,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 65; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219599,heart failure,DCM43,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 28; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219600,heart failure,DCM44,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 66; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219601,heart failure,DCM46,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 46; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219602,heart failure,DCM72,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 61; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219603,heart failure,DCM73,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 49; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219604,heart failure,DCM74,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 55; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219605,heart failure,DCM75,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 43; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219606,heart failure,DCM76,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 47; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219607,heart failure,DCM77,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 44; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219608,heart failure,DCM78,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 57; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219609,heart failure,ICM47,left ventricle,Homo sapiens,tissue: left ventricle; disease: ischemic cardiomyopathy; age: 63; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219610,heart failure,ICM49,left ventricle,Homo sapiens,tissue: left ventricle; disease: ischemic cardiomyopathy; age: 56; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219611,heart failure,ICM50,left ventricle,Homo sapiens,tissue: left ventricle; disease: ischemic cardiomyopathy; age: 55; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219612,heart failure,ICM52,left ventricle,Homo sapiens,tissue: left ventricle; disease: ischemic cardiomyopathy; age: 49; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
