GSM,condition,title,source_name,organism,characteristics,molecule,extract_protocol,data_processing,platform
GSM3219568,healthy,NF5,left ventricle,Homo sapiens,tissue: left ventricle; disease: non-failing; age: 40; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219569,healthy,NF6,left ventricle,Homo sapiens,tissue: left ventricle; disease: non-failing; age: 54; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219570,healthy,NF7,left ventricle,Homo sapiens,tissue: left ventricle; disease: non-failing; age: 31; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219571,healthy,NF8,left ventricle,Homo sapiens,tissue: left ventricle; disease: non-failing; age: 46; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219572,heart failure,DCM2,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 38; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219573,heart failure,DCM3,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 66; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219574,heart failure,DCM4,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 26; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219575,heart failure,DCM6,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 66; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219576,heart failure,DCM8,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 57; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219577,heart failure,DCM11,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 59; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219578,heart failure,DCM12,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 51; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219579,heart failure,DCM13,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 27; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219580,heart failure,DCM14,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 47; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219581,heart failure,DCM16,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 51; Sex: Female,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
GSM3219582,heart failure,DCM17,left ventricle,Homo sapiens,tissue: left ventricle; disease: dilated cardiomyopathy; age: 49; Sex: Male,polyA RNA,"Frozen tissue was placed in liquid nitrogen and broken up using mortar and pestle to obtain a piece approximately 2 x 2 x 2 mm in size, macroscopically free of fatty infiltration, fibrosis, and blood. Tissue was placed immediately in TRIzol reagent (Thermo Fisher Scientific, Waltham, MA) and mechanically homogenized using an IKA T25 Ultra-Turaxx homogenizer. Tissue was homogenized for approximately 60 seconds, or until no visible chunks of tissue remained. RNA was extracted using the mirVana miRNA isolation kit (Thermo Fisher Scientific) enriched for total RNA isolation according to manufacturer’s instructions with the exception of replacing the Lysis/Binding Buffer with TRIzol. All samples were DNase treated using TURBO DNA-free Kit (Thermo Fisher Scientific). RNA was quantified at 260nm using a NanoDrop1000 (Thermo Fisher Scientific), and RNA integrity (RIN) was measured using an Agilent 2100 Bioanalyzer with the RNA 6000 Nano Assay (Agilent, Santa Clara, CA). All samples were required to demonstrate RIN ≥ 7.0, and ranged from 7.0-9.3.; PolyA transcripts were isolated from 1µg total RNA using oligo-dT beads and the cDNA libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit and protocol from Illumina (Illumina Inc., San Diego, CA).","Reads were filtered for quality and aligned to the GRchr37/hg19 version of the reference human genome using gSNAP with parameters: --max-mismatches=0.06 -i2 -n2 --force-xs-dir and tolerance to SNPs in dbSNP build 138; Expression in terms of RPKM (reads per kilobase of transcript per million reads mapped) was derived using Cufflinks and Ensembl’s GRch37.82 GTF.; Due to the high proportion of cardiac mRNA reads known to map to the mitochondria, mitochondrial genes were removed from the GTF file for a final set of 57,974 annotations.; Genome_build: Hg19; Supplementary_files_format_and_content: Tab-delimited text files include RPKM values for each gene and sample",GPL16791
