"GeneID","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
6451,"SH3BGRL",3157.04140882781,1.90066817379051,0.158198363003271,12.0144617030659,2.9830580947179e-33,7.56115735268147e-29
64407,"RGS18",6752.71310747995,2.78672669854984,0.23936721383273,11.6420567960373,2.51867389053892e-31,3.1920413551745e-27
2876,"GPX1",10856.9564750115,2.79420341412046,0.243483817192375,11.4759307059523,1.74292131355134e-30,1.47259421781953e-26
90693,"CCDC126",959.066834538962,2.58384274336804,0.225890383232896,11.4384804983223,2.68547615478642e-30,1.70171910238428e-26
647121,"EMBP1",354.696500114434,2.44523626458903,0.21688391199107,11.2744013243809,1.75568819407013e-29,8.90028573101911e-26
8355,"H3C8",604.112162702404,4.43339637828451,0.406178621390002,10.9148934602042,9.78439536501102e-28,4.13341782194891e-24
168374,"ZNF92",1033.36255513994,3.39514244521292,0.316468480479272,10.7282167249996,7.5030106562682e-27,2.71684015863471e-23
692063,"SNORA32",978.734423586506,3.56750565214821,0.333367916450939,10.7014066924261,1.00244705253023e-26,3.17612818006046e-23
5473,"PPBP",17627.90703693,3.47916000988501,0.328155145495555,10.6021802724776,2.91113057050243e-26,8.19871406339168e-23
8969,"H2AC11",1829.40479187254,3.63302886604931,0.343021735458159,10.5912497387282,3.27194028207045e-26,8.29338703296397e-23
106633800,"SNORD133",667.493861473258,4.11222832312344,0.389585207850108,10.5554015919044,4.79584360135511e-26,1.1050931614868e-22
10550,"ARL6IP5",5419.53447133622,1.36526952979881,0.130506808738805,10.4612896675088,1.30073023005898e-25,2.74746742844209e-22
8358,"H3C2",825.186518722884,3.87774856603037,0.371831323209215,10.428784031862,1.83217878713713e-25,3.57232582442806e-22
107986477,"LOC107986477",663.343979985562,-2.00169627837468,0.194971463402396,-10.2666115514732,9.96431637230845e-25,1.80403947920644e-21
2764,"GMFB",1644.19106258695,2.89733945084827,0.284632447454698,10.1792310636313,2.45493528729964e-24,4.14834964847892e-21
8968,"H3C7",756.540710373374,3.64842417464712,0.360219078063528,10.1283479882864,4.13577560099093e-24,6.16644142107747e-21
10724,"OGA",6381.59945334543,-1.13643223309688,0.112197115699079,-10.1288899096558,4.11292089945733e-24,6.16644142107747e-21
677766,"SCARNA2",8692.13329187256,3.52193340999839,0.349475787716354,10.0777608457868,6.92870574310762e-24,9.75677247058604e-21
8294,"H4C9",714.561846079544,3.37252853555276,0.338051190854222,9.97638412996182,1.93386039438059e-23,2.57987154822973e-20
10175,"CNIH1",942.568888933037,1.4828265394731,0.14951443924194,9.91761429191218,3.48998085361884e-23,4.21240689031794e-20
259266,"ASPM",281.713988700832,2.53044225528772,0.255059012930993,9.9210070101398,3.37335371025725e-23,4.21240689031794e-20
10161,"LPAR6",3403.27948423429,2.38540320573208,0.240917237494061,9.90133886036649,4.1073900560066e-23,4.7322734431636e-20
101928512,"LOC101928512",555.587580703631,-2.11461364586179,0.21406357509178,-9.8784374920168,5.16316784870716e-23,5.69003545483393e-20
8331,"H2AC14",1089.25585339892,3.71994170263657,0.376897572432568,9.86990093522587,5.622010656996e-23,5.9375460051199e-20
613037,"NPIPB13",285.544939497002,-1.63340224622748,0.165948311601659,-9.8428373899235,7.36051302472645e-23,7.46267694550965e-20
4698,"NDUFA5",802.608007300368,1.97155396856358,0.201222099803562,9.7978997858002,1.14950799671942e-22,1.12063766126335e-19
8360,"H4C4",1914.42563586047,3.2091898862015,0.327709610198985,9.79278540001585,1.20918061307652e-22,1.13515188887595e-19
8359,"H4C1",340.760387145117,3.42771045648463,0.351388230157605,9.75476741195124,1.76003657166836e-22,1.59327310650278e-19
85495,"RPPH1",126130.134281876,3.63967034231416,0.373288976744477,9.75027544091018,1.83968436401893e-22,1.60794757154441e-19
10038,"PARP2",126253.014185595,3.62323603103614,0.372443872929441,9.72827396122196,2.28436073243486e-22,1.93005638283421e-19
106635528,"SNORA94",346.216121608055,2.89108903860268,0.297638691746115,9.71341804266758,2.64321455902776e-22,2.16121159444118e-19
112268100,"LOC112268100",1065.51259653772,-2.33160184016959,0.2402102467501,-9.70650449643493,2.82871833640377e-22,2.24061011477582e-19
101929204,"LOC101929204",161.228387532075,-1.88904244121576,0.194788723286686,-9.69790452620557,3.07754094558927e-22,2.36383122266216e-19
900,"CCNG1",1940.99284520944,1.7563627001829,0.181505763361537,9.67662220556844,3.79032119027254e-22,2.82568444734818e-19
8340,"H2BC13",361.745484197029,3.34267756681798,0.345669083075481,9.67016644091384,4.03720950246289e-22,2.92374712168363e-19
219348,"PLAC9",75.5461373378146,-2.53835900439408,0.263797211987459,-9.62238753499316,6.43205604760397e-22,4.52870346218383e-19
55172,"DNAAF2",213.903480786567,1.70607934222052,0.1774958564749,9.61193898327303,7.11954491064752e-22,4.87727310405899e-19
8351,"H3C4",3793.5269255208,3.14627325012335,0.327727175107625,9.60028184751578,7.97261123548403e-22,5.20787410467939e-19
60496,"AASDHPPT",707.813572748936,1.5286969350351,0.159243241624232,9.59976021238244,8.01306229859534e-22,5.20787410467939e-19
286144,"TRIQK",680.792267656122,2.01594776806643,0.210782019841762,9.56413535452328,1.13143241031542e-21,7.16960432606625e-19
107986465,"LOC107986465",204.824435675799,-2.13559535116984,0.223352122414097,-9.56156282773273,1.15991712947924e-21,7.17083401973423e-19
7012,"TERC",906.828457634196,3.28106230503143,0.343425006476685,9.55394116081694,1.24854069373903e-21,7.53494308671503e-19
101929732,"LOC101929732",199.186126518967,-1.54740501473148,0.162713780341264,-9.50998133954032,1.9069674071067e-21,1.12409076437054e-18
8348,"H2BC17",544.315609605641,3.25371086861871,0.342256859979179,9.50663448737492,1.96930707158815e-21,1.13445514417147e-18
107986461,"LOC107986461",86.6785587485595,-2.66315456660837,0.281895330272048,-9.44731707346216,3.4762647206079e-21,1.95806404162774e-18
3009,"H1-5",1336.4721893495,3.28207524753674,0.347704389198155,9.43926895805247,3.75389214732504e-21,2.02446604804783e-18
6392,"SDHD",1190.67368077068,1.28052563759008,0.135629667709947,9.44133875140483,3.68046515085207e-21,2.02446604804783e-18
105377498,"LOC105377498",142.965728183248,-2.23206499362357,0.236541763065686,-9.4362406227764,3.86394212072061e-21,2.04040293612303e-18
6990,"DYNLT3",433.38994337936,1.81760495473135,0.192908670515559,9.42210088262858,4.42151128439977e-21,2.28718462297308e-18
121506,"ERP27",343.266791802236,-1.63011113283017,0.173517858400777,-9.39448623821231,5.74977384551688e-21,2.91479035324633e-18
8357,"H3C10",1454.48697997865,3.12309230399499,0.333110968276591,9.37553128362258,6.88282506831686e-21,3.42076405895348e-18
3008,"H1-4",6242.78725325327,2.9751410267995,0.317655258588577,9.36594294084348,7.53742167229647e-21,3.62257137070455e-18
102723604,"LOC102723604",181.288161543238,-2.12548574004498,0.226950348818131,-9.36542178107981,7.57471427180106e-21,3.62257137070455e-18
100500862,"MIR3648-1",1726.19327805354,3.47663761844446,0.373458590898909,9.30929881697525,1.28679019152334e-20,6.04005018232259e-18
8361,"H4C6",3979.19863958944,3.07482037325735,0.330684677220393,9.298345478548,1.42648068258586e-20,6.53069468795461e-18
440353,"NPIPB12",386.345914675078,-1.61871091899512,0.174108628246955,-9.29713211397625,1.44284886781654e-20,6.53069468795461e-18
105378980,"LOC105378980",473.86028759344,2.39470234191681,0.257976352585562,9.28264283883373,1.65325941996892e-20,7.35178359964073e-18
105375060,"LOC105375060",251.899522518784,-2.16366134835965,0.233226481735803,-9.27708265483604,1.74182338393132e-20,7.61206850215639e-18
6141,"RPL18",17301.7914769083,2.05243338812301,0.221478763766675,9.26695342351298,1.91538625561114e-20,8.2286941391484e-18
79694,"MANEA",525.466609524092,2.22543128959633,0.240230340101971,9.26373949540138,1.97395015274854e-20,8.33895242028621e-18
706,"TSPO",2499.75057168677,2.6625973717677,0.287591553768753,9.25825997626009,2.07790699626909e-20,8.49495300555364e-18
830,"CAPZA2",4738.78381405531,1.74906294062079,0.188892278483044,9.25957881744645,2.05240196057541e-20,8.49495300555364e-18
677777,"SCARNA12",1239.33239133384,3.09686246689815,0.335620673293083,9.22726969263243,2.77617950692324e-20,1.11694955495212e-17
4085,"MAD2L1",155.877771456366,1.88785336770251,0.204824548542469,9.21692922619125,3.05730205383033e-20,1.19220669474519e-17
5197,"PF4V1",283.195903231131,3.73521506006279,0.405242189701126,9.21724133120883,3.04841882784597e-20,1.19220669474519e-17
9144,"SYNGR2",2515.98567797807,1.55610497803839,0.169027991657615,9.20619693092286,3.37884244653246e-20,1.27826148495908e-17
107986603,"LOC107986603",62.6220074953281,-2.37317848595341,0.257760032844087,-9.20692963826897,3.35586530874179e-20,1.27826148495908e-17
3344,"FOXN2",5829.08027437776,1.9248169336646,0.209518080768658,9.18687745994539,4.04410059296903e-20,1.48559156130414e-17
55840,"EAF2",668.288220165094,2.28644312727032,0.248840934528503,9.18837220894787,3.98830741938825e-20,1.48559156130414e-17
8341,"H2BC15",536.453473746334,2.57601094607006,0.280753174959608,9.17535820010111,4.50075600210357e-20,1.60676989275098e-17
333932,"H3C15",339.977314159956,3.74299186462751,0.407904930360646,9.17613783515237,4.46830253048796e-20,1.60676989275098e-17
3012,"H2AC8",2536.55216953581,2.82794758701568,0.30844437873867,9.16841992251595,4.80002903579275e-20,1.68981022180887e-17
8329,"H2AC13",348.81111116402,3.36787366643847,0.367652369963792,9.16048403759821,5.16650505396896e-20,1.79168343392562e-17
23127,"COLGALT2",131.168532837263,-1.95798893997559,0.213774093249458,-9.15914978383637,5.23077974160634e-20,1.79168343392562e-17
10493,"VAT1",1280.96651148324,1.28014491847933,0.139849000497202,9.15376523198636,5.49829794648417e-20,1.85820477399379e-17
100129060,"SEMA3F-AS1",458.050756943556,-1.28431024114337,0.140369033468166,-9.14952685368908,5.71834480536147e-20,1.90714323396707e-17
121504,"H4C16",1623.58840778961,2.97367121467917,0.32611454225996,9.11848700175023,7.618038496411e-20,2.50771976322766e-17
