"GeneID","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
3151,"HMGN2",1165.43892374974,1.17313775287815,0.0768805648350864,15.2592239065179,1.42938265730777e-52,3.83517660782247e-48
107984950,"LOC107984950",247.430991774277,-0.777867322435281,0.0578251953558862,-13.4520483268216,2.99460449222294e-41,4.01741165654168e-37
9429,"ABCG2",230.096090219409,2.46167016528308,0.197431891600142,12.4684525145952,1.10959941813264e-35,9.92388732930562e-32
8932,"MBD2",1336.6451459774,-0.655979727626521,0.052942110580769,-12.3905095665907,2.94168227719447e-35,1.97320692948512e-31
8237,"USP11",2205.99027819521,0.886418599537863,0.0727040927943624,12.1921416727532,3.42305413532976e-34,1.83687931010066e-30
283651,"HMGN2P46",110.607542777265,1.03970742233399,0.0870591462585866,11.9425409852494,7.10198730400193e-33,3.1758903558946e-29
152518,"NFXL1",253.878519209798,-1.8490175459286,0.156436223231155,-11.8196253255004,3.09059820153951e-32,1.00821926776718e-28
102724009,"KIF1C-AS1",816.895609228212,-0.783585050658791,0.0663051232939528,-11.8178658259166,3.15600364326623e-32,1.00821926776718e-28
107986383,"LOC107986383",87.7771874320455,1.08083979652646,0.0915031066591095,11.8120557431244,3.38189907566048e-32,1.00821926776718e-28
8425,"LTBP4",10142.2225636177,1.48315720794065,0.1263955016641,11.7342562703077,8.50708109019201e-32,2.28253492730942e-28
84893,"FBH1",2678.61853284683,-0.513983879821393,0.0439025416161623,-11.7073832379712,1.16829836054682e-31,2.84969211925743e-28
23118,"TAB2",2740.82513563865,-0.727648873901722,0.0625244569675726,-11.6378279667284,2.6467010741436e-31,5.91780304336225e-28
1728,"NQO1",375.011362944004,-1.65737342338012,0.142968662831796,-11.5925643462864,4.4947093914795e-31,9.27673443713743e-28
105378230,"LOC105378230",85.2490528361344,-1.31567353429231,0.115708245354905,-11.37061175076,5.85756024639316e-30,1.12260142122125e-26
110599588,"ASDURF",149.601762739785,-0.88125424175093,0.0779181475520151,-11.3099999093618,1.17089646649562e-29,2.09442153950293e-26
286101,"ZNF252P",706.008604641323,-0.936431011345063,0.0836529731707663,-11.1942346559932,4.35143560614239e-29,7.29708554677541e-26
23544,"SEZ6L",102.646920046831,4.25181164194392,0.381184569503213,11.1542071272328,6.82989426325162e-29,1.07795819398414e-25
220963,"SLC16A9",245.343444543422,2.4931776470825,0.224125829540068,11.1240085633985,9.58657093028488e-29,1.42898491461374e-25
10307,"APBB3",526.193876926789,0.915667358534686,0.0831970806649934,11.0060034705036,3.57513356004348e-28,4.79622042747633e-25
107080644,"CNPY3-GNMT",81.72097926149,-0.981451323886796,0.0891671904722124,-11.0068660758427,3.54107798457872e-28,4.79622042747633e-25
6919,"TCEA2",570.768115859728,0.726869401663842,0.0662820046348736,10.966315905319,5.54874319291083e-28,7.08944421947573e-25
51002,"TPRKB",440.01744447229,-0.988099204991552,0.0915033951155239,-10.7984977360028,3.49881103027503e-27,4.26711812515043e-24
3163,"HMOX2",1988.66943749454,-1.04361210160826,0.0967826436065734,-10.7830501701379,4.13928205060215e-27,4.82874246520462e-24
10058,"ABCB6",542.510045091109,-0.874977299114583,0.0813831426000607,-10.751333398545,5.84110418062425e-27,6.53011109459705e-24
9703,"BLTP2",3393.25018546181,-0.475426993428046,0.0444260009887704,-10.7015482565766,1.00091653063162e-26,1.07422365733508e-23
84624,"FNDC1",481.847651354195,2.72488805690977,0.257904246141955,10.565502885943,4.30654218084082e-26,4.44418589439e-23
55240,"STEAP3",326.508843285769,-1.27348722907979,0.120887357192099,-10.5344947450223,5.99040923521609e-26,5.95291371074381e-23
8073,"PTP4A2",4849.32316861739,-0.579977816631615,0.0559425692522128,-10.3673789814127,3.48965020780167e-25,3.34395731162595e-22
221264,"AK9",287.672291481055,-0.936832340660646,0.0908869553491844,-10.3076655727037,6.5062497581515e-25,6.01962714692975e-22
8439,"NSMAF",842.110307805236,-0.437260386325959,0.0424369107395448,-10.3037751501195,6.77491980124205e-25,6.05926243957085e-22
105372210,"LOC105372210",45.7125802036784,3.52938341096905,0.344194921102277,10.2540252472822,1.1351549618589e-24,9.82494928439876e-22
3068,"HDGF",4479.72032184371,-0.550471356745426,0.0537097128284267,-10.2490094948726,1.19562446931937e-24,9.82620124822413e-22
105372208,"LOC105372208",38.8860416870343,3.50027503589654,0.341557878010116,10.2479704356076,1.2085447474615e-24,9.82620124822413e-22
1489,"CTF1",511.880575599706,0.910377355548915,0.0895238896774091,10.169099654063,2.72415002980529e-24,2.14975498381487e-21
9372,"ZFYVE9",824.209199661146,-0.534993386039126,0.0527502162583034,-10.1420131325985,3.59611086093984e-24,2.75677858599648e-21
8463,"TEAD2",1310.03188564621,-0.736037421495724,0.0731546699703008,-10.0613866728473,8.18374182964003e-24,6.0993882508631e-21
55768,"NGLY1",863.130386805099,-0.622430080227012,0.062521308100002,-9.95548716337546,2.38651139155366e-23,1.73060776072369e-20
64771,"ILRUN",5849.38707652574,-0.681131182734237,0.0691951336665082,-9.84362839758366,7.30285071444921e-23,5.15638914524702e-20
105373581,"LOC105373581",70.1046253995105,-1.04252988955991,0.106857695830596,-9.75624527046378,1.73458617408018e-22,1.1933508111986e-19
8738,"CRADD",840.008945229645,0.677617120296475,0.0696786272715947,9.72489193358023,2.36156021942385e-22,1.54543956700882e-19
84792,"FAM220A",591.192014717922,-0.667017404096951,0.0685882134283667,-9.72495667631847,2.36005841008701e-22,1.54543956700882e-19
27101,"CACYBP",981.844847777594,-0.679870433950119,0.0700426093394925,-9.7065263610444,2.82811182160132e-22,1.80669210203298e-19
219402,"MTIF3",2476.31122633432,-0.873325597413735,0.0901619288242737,-9.68619026680156,3.45164257339663e-22,2.15374469504198e-19
