GSM,condition,title,source_name,organism,characteristics,molecule,extract_protocol,data_processing,platform
GSM4158685,healthy,ctr_1,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: N/A,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
GSM4158686,healthy,ctr_2,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: N/A,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
GSM4158687,healthy,ctr_3,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: N/A,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
GSM4158688,ischemic stroke,stroke_1,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: within three days of onset,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
GSM4158689,ischemic stroke,stroke_2,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: within three days of onset,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
GSM4158690,ischemic stroke,stroke_3,blood,Homo sapiens,ethnicity: Han population; tissue: blood; time: within three days of onset,total RNA,"RNA was harvested using Trizol reagent.; RNA libraries were prepared for sequencing using standard Illumina protocols. Sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.","sequencing libraries were generated using the rRNA-depleted RNA by NEBNext® Ultra™ Directional RNA Library Prep Kit for Illumina® (NEB, USA) following manufacturer’s recommendations.; The clustering of the index-coded samples was performed on a cBot Cluster Generation System using TruSeq PE Cluster Kit v3-cBot-HS (Illumia) according to the manufacturer’s instructions. After cluster generation, the libraries were sequenced on an Illumina Hiseq 2500 platform and 125 bp paired-end reads were generated.; Reference genome and gene model annotation files were downloaded from genome website directly. Index of the reference genome was built using HISAT2 v2.0.4 and paired-end clean reads were aligned to the reference genome using HISAT2(Langmead, B.et al) v2.0.4. HISAT2 was run with ‘--rna-strandness RF’, other parameters were set as default.; The mapped reads of each sample were assembled by StringTie (v1.3.3) (Mihaela Pertea.et al. 2016) in a reference-based approach. StringTie uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.; StringTie (v2.1.1) was used to calculate FPKMs of both lncRNAs and coding transcripts in each sample (Mihaela Pertea et al. 2016). FPKM means fragments per kilo-base of exon per million fragments mapped, calculated based on the length of the fragments and reads count mapped to this fragment.; Genome_build: mm8; Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...",GPL16791
